,id,overall_status,study_type,start_date,enrollment,title,date_processed,sponsors
5295,NCT04794062,Recruiting,Observational,"September 16, 2020",100,Myocardial Injury and Quality of Life in Patients Recovered From the Pneumonia Associated With the Novel Coronavirus Infectious Disease COVID-19,"April 14, 2021",Voronezh Regional Clinical Consultative and Diagnostic Center
5296,NCT04794088,Recruiting,Interventional,"March 14, 2021",90,"A Randomised, Double-blind, Placebo-controlled Study to Investigate the Safety and Efficacy of Intravenous Imatinib Mesylate (Impentri®) in Subjects With Acute Respiratory Distress Syndrome Induced by COVID-19","April 14, 2021",Dr. Jurjan Aman
5297,NCT04794361,Completed,Observational,"March 5, 2020",400,Management of Patients Suspected of COVID 19 With Ultra Low Dose Thoracic Scanner,"April 14, 2021",Centre Hospitalier Universitaire de Nīmes
5298,NCT04794374,Recruiting,Interventional,"November 16, 2020",30,"Effects of Telerehabilitation After Discharge on Quality of Life, Psychosocial Status, Physical Activity, Daily Activities of Living, and Sleep Quality in Patients Treated as Inpatients With the Diagnosis of COVID-19","April 14, 2021",Hacettepe University
5299,NCT04794387,Recruiting,Observational [Patient Registry],"February 23, 2021",1000,The Lymphoma and Leukemia Society COVID-19 Registry,"April 14, 2021",Lymphoma and Leukemia Society
5300,NCT04794400,Recruiting,Interventional,"February 4, 2021",20,A Mask on Top of HFNC May Improve Oxygenation in Covid19,"April 14, 2021",Region Skane
5301,NCT04794556,Completed,Interventional,"January 1, 2021",30,"Respiratory Protection Effect of Ear-loop-type KF94 Filtering Facepiece Respirators According to the Wearing Method: A Randomized, Open-label Study","April 14, 2021",Samsung Medical Center
5302,NCT04794803,Terminated,Interventional,"May 5, 2020",55,Study on the Efficacy and Safety of Reparixin in the Treatment of Hospitalized Patients With COVID-19 Pneumonia,"April 14, 2021",Dompé Farmaceutici S.p.A
5303,NCT04794829,Recruiting,Observational,"April 19, 2021",150,Natural History of Systemic and Nasal Mucosal Immunity to Influenza and SARS-CoV-2 in Adults After Vaccination,"April 14, 2021",National Institute of Allergy and Infectious Diseases (NIAID)
5304,NCT04794920,"Active, not recruiting",Observational,"July 10, 2020",780,Post-Covid-19 Emotional Aspects of Hospital Staff,"April 14, 2021",Groupe Hospitalier Paris Saint Joseph
5305,NCT04794946,Recruiting,Interventional,"March 19, 2021",2200,"Safety and Efficacy of a Non-replicating ChAdOx1 Vector Vaccine AZD1222 (COVISHIELD), for Prevention of COVID-19 in Patients With Liver Cirrhosis - An Interventional Study","April 14, 2021","Institute of Liver and Biliary Sciences, India"
5306,NCT04794985,Not yet recruiting,Observational [Patient Registry],"April 1, 2021",125,Post-COVID-Health Study: Multidimensional Health Status of COVID-19 Survivors One Year After a SARS-CoV-2 Infection,"April 14, 2021",Maastricht University Medical Center
5307,NCT04794998,Recruiting,Observational,"February 8, 2021",216,A Simple Approach to Treat COVID-19 Patients at Home: Does it Reduce Recovery Time? A Retrospective Observational Matched-cohort Study,"April 14, 2021",Mario Negri Institute for Pharmacological Research
5308,NCT04795414,Recruiting,Observational,"January 14, 2021",1370,Safety and Immunogenicity of an Inactivated Vaccine Against COVID-19 in Medical Workers,"April 14, 2021",Ruijin Hospital
5309,NCT04795557,Not yet recruiting,Interventional,April 2021,100,"Effect of ADAPT232 Supplementation on Recovery of Patients in Rehabilitation Period in Long COVID-19: a Randomized, Double-blind, Placebo-controlled Trial","April 14, 2021",Swedish Herbal Institute AB
5310,NCT04795583,Not yet recruiting,Interventional,April 2021,1526,A Randomized Clinical Trial Comparing 7 Days Treatment With Corticosteroids Versus Placebo for Early COVID-19,"April 14, 2021",University of Alberta
5311,NCT04795999,Recruiting,Interventional,"February 1, 2021",1500,Opportunities Beyond the Narrative: An Intervention for Justice-Involved Youth,"April 14, 2021",WestEd
5312,NCT04796064,Completed,Interventional,"March 30, 2020",76,Comparative Effectiveness Study of Low Versus High-Intensity Aerobic Training in Community-dwelling Older Men With Post-COVID 19 Sarcopenia,"April 14, 2021",Cairo University
5313,NCT04796402,Recruiting,Interventional,"March 17, 2021",576,A Pragmatic Eight Week Phase IV Study of Bamlanivimab/LY-CoV555 for Emergency Passive Immunity Against COVID-19,"April 14, 2021",Fraser Health
5314,NCT04796584,Not yet recruiting,Observational,"March 17, 2021",40,Efficacy of COVID 19 SARS-CoV-2 mRNA Vaccination in Patients With Multiple Sclerosis Treated With Immune Modulating Medication (SARSmRNA_MS),"April 14, 2021",Providence Health & Services
5315,NCT04796896,Recruiting,Interventional,"March 15, 2021",6750,"A Phase 2/3, Two-Part, Open-Label, Dose-Escalation, Age De-escalation and Randomized, Observer-Blind, Placebo-Controlled Expansion Study to Evaluate the Safety, Tolerability, Reactogenicity, and Effectiveness of mRNA-1273 SARS-CoV-2 Vaccine in Healthy Children 6 Months to Less Than 12 Years of Age","April 14, 2021","ModernaTX, Inc."
5316,NCT04797091,Recruiting,Observational,"April 20, 2020",500,Kidney in Coronavirus Disease 2019 Registry,"April 14, 2021",University of Cologne
5317,NCT04797208,Not yet recruiting,Interventional,June 2021,30,A Pilot Randomised Study to Assess Use of Real-time Continuous Glucose Monitoring in Comparison to Conventional Capillary Blood Glucose Monitoring During COVID-19 Pandemic in Hospitalised Patients With Diabetes Mellitus.,"April 14, 2021",Manchester University NHS Foundation Trust
5318,NCT04797481,Not yet recruiting,Interventional,"March 27, 2021",40,Pilot Testing of an Online Rehabilitation Intervention Aiming to Support People With Heart Failure.,"April 14, 2021",Sheffield Hallam University
5319,NCT04797624,Completed,Observational,"January 15, 2021",146,Does Coronavirus Disease 2019 (COVID-19) Pandemic Cause a Delay in the Diagnosis of Gastric Cancer Patients?,"April 14, 2021",Adana City Training and Research Hospital
5320,NCT04797689,Not yet recruiting,Interventional,April 2021,200,Managing Our Relationship With Food and Eating,"April 14, 2021",University of Lethbridge
5321,NCT04797858,Not yet recruiting,Interventional,"April 1, 2021",1048,Secondary Distribution of COVID-19 Self-tests vs. Referrals to Increase Test Uptake in Underserved Populations,"April 14, 2021",University of Pennsylvania
5322,NCT04797871,Enrolling by invitation,Interventional,"March 8, 2021",100,"Resistance Training Intervention on the Clinical Status in Patients With Post Discharge Symptoms After Covid-19: The ""EXER-COVID Study""","April 14, 2021",Universidad Pública de Navarra
5323,NCT04797936,Completed,Interventional,"May 1, 2020",133,"A Randomized, Open-label, Multicentre, Comparative Study of Therapeutic Efficacy, Safety, and Tolerability of BNO 1030 Extract, in the Treatment of Mild Forms of COVID-19","April 14, 2021",Ivano-Frankivsk National Medical University
5324,NCT04797975,Not yet recruiting,Interventional,April 2021,54,A Phase 1/2a Multicenter Randomized Double-blind Placebo-controlled Trial of Off-the-shelf Natural Killer Cells (KDS-1000) as Immunotherapy for Adult Patients With Mild to Moderate COVID-19 Symptoms at Risk for Complications,"April 14, 2021",Kiadis Pharma
5325,NCT04798001,Recruiting,Interventional,"April 12, 2021",130,"Phase 1, Open-Label, Dose-Escalation Study to Evaluate Tolerability, Safety, and Immunogenicity of an Intranasal Live Attenuated Respiratory Syncytial Virus Vaccine Expressing Spike Protein of SARS-CoV-2 in Healthy Adults Ages 18 - 69 Years","April 14, 2021","Meissa Vaccines, Inc."
5326,NCT04798027,Recruiting,Interventional,"March 12, 2021",415,Immunogenicity and Safety of the First-in-Human SARS-CoV-2 mRNA Vaccine Formulation in Healthy Adults 18 Years of Age and Older,"April 14, 2021","Sanofi Pasteur, a Sanofi Company"
5327,NCT04798053,Recruiting,Interventional,"April 8, 2021",318,Impact of COVID-19 Pandemic and Social Distancing on Mental Health of Chronic Inflammatory Rheumatism Affected Patients,"April 14, 2021","University Hospital, Bordeaux"
5328,NCT04798066,No longer available,Expanded Access,,,Intermediate Size Patient Population Expanded Access Protocol to Evaluate the Safety and Efficacy of HB-adMSCs for the Treatment of Patients With Post COVID-19 Syndrome,"April 14, 2021",Hope Biosciences Stem Cell Research Foundation
5329,NCT04798599,Recruiting,Interventional,"December 1, 2020",368,Using Information and Communication Technologies (ICTs) to Solve the Repressed Demand for Primary Dental Care in the SUS Due to the COVID-19 Pandemic,"April 14, 2021",University of Sao Paulo
5330,NCT04798625,Recruiting,Observational,"February 15, 2021",1600,A Norwegian Study of Vaccine Response to COVID-19 Vaccines in Patients Using Immunosuppressive Medication Within Rheumatology and Gastroenterology: the Nor-vaC Study,"April 14, 2021",Diakonhjemmet Hospital
5331,NCT04798677,Recruiting,Interventional,"October 29, 2020",90,"Efficacy and Tolerability of a Nutritional Supplementation With ABBC-1, a Symbiotic Combination of Beta-glucans and Selenium and Zinc Enriched Probiotics, in Volunteers Receiving the Influenza or the Covid-19 Vaccines","April 14, 2021",AB Biotek
5332,NCT04798716,Not yet recruiting,Interventional,April 2021,55,Mesenchymal Stem Cell Exosomes for the Treatment of COVID-19 Positive Patients With Acute Respiratory Distress Syndrome and/or Novel Coronavirus Pneumonia,"April 14, 2021",AVEM HealthCare
5333,NCT04799132,Completed,Observational,"March 11, 2020",303,Association Between Body Mass Index and High-flow Cannula Therapy Success in Patients With Severe Covid 19 Related Pneumonia. Retrospective Study.,"April 14, 2021",Clínica del country
5334,NCT04799392,Recruiting,Interventional,"April 1, 2021",339,NOWDx Test for the Detection of Antibodies to COVID-19 in Lay Persons,"April 14, 2021","NOWDiagnostics, Inc."
5335,NCT04799405,Recruiting,Interventional,"September 24, 2020",50,Supervised Home-based Transcranial Direct Current Stimulation (tDCS) for Major Depressive Disorder,"April 14, 2021",Hebrew SeniorLife
5336,NCT04799444,Recruiting,Observational [Patient Registry],"October 1, 2020",500,Complications Post COVID-19 - Observational Study in Children and Adults,"April 14, 2021",Polish Mother Memorial Hospital Research Institute
5337,NCT04799561,Not yet recruiting,Interventional,"March 15, 2021",100,Virtual Prehabilitation of Surgical Cancer Patients in Times of the Covid-19 Pandemic,"April 14, 2021",McGill University Health Centre/Research Institute of the McGill University Health Centre
5338,NCT04799600,Recruiting,Observational,"September 1, 2020",158,The Effect of the Severity of COVID-19 Disease on the Incidence of Acute Renal Failure in ICU,"April 14, 2021",Ankara City Hospital Bilkent
5339,NCT04799652,Recruiting,Observational,"January 15, 2021",700,Are Surgeons Ready to Get the COVID-19 Vaccine?,"April 14, 2021",Brugmann University Hospital
5340,NCT04799691,Recruiting,Observational,"February 1, 2021",140,Comparison of 2 Ventilatory Support Strategies in Patients With Covid-19 Pneumonia Admitted in ICU : Retrospective Monocentric Study,"April 14, 2021",Centre Hospitalier Intercommunal de Toulon La Seyne sur Mer
5341,NCT04799704,Completed,Observational,"September 11, 2020",30,Tear Film SARS-nCoV-2 Detection in Symptomatic and Pauci-symptomatic,"April 14, 2021",Universitaire Ziekenhuizen Leuven
5342,NCT04799743,Not yet recruiting,Interventional,April 2021,30,A Pilot Randomized Controlled Clinical Study of Resveratrol for Discharged COVID 19 Patients in Order to Evaluate Its Therapeutic Effects Against Fibrosis,"April 14, 2021",Hong Kong Baptist University
5343,NCT04799808,Recruiting,Observational,"January 15, 2021",2500,"Investigation of the Immune Response Before and After COVID-19 Disease or SARS-CoV-2 Vaccination in Dialysis Patients, Solid Organ Recipients and Medical Staff","April 14, 2021",Technische Universität Dresden
5344,NCT04799834,Recruiting,Observational,"November 30, 2020",1200,Study of the Genetic Factors That Influence the Susceptibility to and Severity of COVID-19,"April 14, 2021",Mario Negri Institute for Pharmacological Research
5345,NCT04799873,Completed,Observational,"April 8, 2020",10,Individual Treatment of COVID-19 by Application of Alpha-1-antitrypsin,"April 14, 2021",Universität des Saarlandes
5346,NCT04799977,Recruiting,Observational,"October 1, 2020",300,"Persistent Olfactory Loss After COVID-19 : Olfactive Disorder, Psychiatric and/or Cognitive Assessments With and Without a Treatment","April 14, 2021",Centre Hospitalier Universitaire de Nice
5347,NCT04800120,Recruiting,Interventional,"February 15, 2021",10,The Use of Hyperbaric Oxygen Therapy (HBOT) for the Treatment of COVID-19 Patients With Mild-to-moderate Respiratory Distress,"April 14, 2021","Steward St. Elizabeth's Medical Center of Boston, Inc."
5348,NCT04800133,Recruiting,Interventional,April 2021,900,To Compare the Reactogenicity and Immunogenicity of the 3 Recommended COVID-19 Vaccines in Young Adolescents in Hong Kong,"April 14, 2021",The University of Hong Kong
5349,NCT04800146,Recruiting,Observational,"February 25, 2021",240,A Prospective Observational Study on the Immune-response to SARS-CoV-2 Vaccination in Cancer Patients - the IOSI-COVID-19-001 Study,"April 14, 2021",Ilaria Colombo
5350,NCT04800224,Recruiting,Interventional,"April 12, 2021",200,"The Use of the Standardized Brazilian Green Propolis Extract (EPP-AF) as an Adjunct Treatment for Hospitalized COVID-19 Patients: A Randomized, Double-blind, Placebo-controlled Trial","April 14, 2021",D'Or Institute for Research and Education
5351,NCT04800731,Not yet recruiting,Observational,"June 30, 2021",300,Study of Lymphopenia as a Specific Biomarker or Prognostic Risk Factor for Disease Severity in Elderly Patients With COVID-19.,"April 14, 2021",Universitair Ziekenhuis Brussel
5352,NCT04800770,Recruiting,Observational [Patient Registry],"March 3, 2021",160,Phosphate Levels of COVID-19 Patients and Mortality,"April 14, 2021",Ankara City Hospital Bilkent
5353,NCT04800861,Recruiting,Observational,"January 1, 2021",500,Glycemic Control in Diabetic Hospitalized Patients: a Cross Sectional Study,"April 14, 2021",AlFayhaa General Hospital
5354,NCT04800939,Recruiting,Interventional,"April 5, 2021",60,The Effect of Acupressure on the Sleep Quality and Daytime Sleepiness of Surgical Nurses During the COVID-19 Pandemic Process,"April 14, 2021",Mersin University
5355,NCT04800965,Enrolling by invitation,Interventional,"January 31, 2021",400000,Text-based Interventions to Promote COVID-19 Vaccinations,"April 14, 2021","University of California, Los Angeles"
